"ASIN","title","content","date","variant","images","verified","author","rating","product","url"

"B00N771OEE","so I turned to more inexpensive alternatives trying a pair here and there to find what ones I like that also give me rather decent quality","I bought these along with the (Betron YSM1000 Headphones) Seeing how my headphones have been chewed up by 4 dogs at home, or get stolen by staff or siblings.. Or simply lost on my part, I go through headphones lately rather quickly, so I turned to more inexpensive alternatives trying a pair here and there to find what ones I like that also give me rather decent quality, especially with the Bass... And I must say out of the 10 different pairs I've gone through over the last 2-3 months.. These are definitely what caught me off guard. I love em, even better than the other pair I got from Betron, Packaging was simple but sweet. But the sealing effect of the large pieces on this fit like a glove in my ear, really closing any gaps and keeping it locked in my ear. And the bass was what really set me, I spent recently $35+ on a pair of headphones that clamed to have some serious base but when I rocked those for a couple of weeks I realized it didn't have any to show for, but the moment I unboxed these after trying the other pair by these guys, this set really shocked me especially for the price.. Needless to say I've stuck with these for the last week or so and am loving it. Use it at work, and at home. Still preforming like a charm.","26 Jan 2018","Color: Black","","Yes","Jordon","5.0","Betron DC950HI Earphone with Mic and Remote Control, Powerful Bass, Noise Isolating, Replaceable Earbuds, Portable Headphones, Compatible with iPhone, iPad, MP3 Players, Android Devices, Black","https://www.amazon.com/Betron-Headphones-Earphones-Isolating-Microphone/product-reviews/B00N771OEE/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"

"B00N771OEE","In-Ear Headphones that Feel Like a Live Performance","When my old earbuds stopped working in the middle of the night I needed to find a quick replacement. I rushed to the pharmacy and picked up a pair of Craig in-earbuds for $13. Not a premium choice, but how bad could they be? Little did I know; they were so bad I started thinking something might be wrong with my computer's audio system. So I visited ""Ryan's"" blog on the Midination website for his incredibly helpful and well-researched list of ""The 24 best earbuds under $50"". His entry on the betron DC950Hi caught my eye. These in-ear headphones were only $5 dollars more than the ones I bought at the pharmacy, but what a difference in quality these earbuds made! They provide a full range of sound and seem sturdy and well-built. Their noise-isolation is excellent, giving you a rich musical experience without distortion or distracting outside noises. I've tested these earbuds with classic rock, symphonic music, jazz, Hip Hop, and movies -- they deliver amazing sound. I have had $100 earbuds that can't compete with the betron DC950Hi. Plus, betron pays attention to the details: the gold-plated plug, the comfortable earbud gels, the flat tangle-free cable, and the convenient carrying pouch reflect the value consumers will find in this brand. I've decided to purchase two back-up pairs because I never want to have to rush to the pharmacy in the middle of the night and settle for in-ear earbuds that make it so that it's not even worth listening to the music at all. The DC950Hi puts me right there, in the music.","25 Feb 2019","Color: Black","","Yes","C. Matthew Hawkins","5.0","Betron DC950HI Earphone with Mic and Remote Control, Powerful Bass, Noise Isolating, Replaceable Earbuds, Portable Headphones, Compatible with iPhone, iPad, MP3 Players, Android Devices, Black","https://www.amazon.com/Betron-Headphones-Earphones-Isolating-Microphone/product-reviews/B00N771OEE/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"

"B00N771OEE","Great Buy if You Want Great Sound Quality, Deep Bass, and Volume/Play/Pause Controls that Work with Android Devices","I was pleasantly surprised by the high quality of these headphones. The three-button phone control (Pause/Play and Up/Down Volume Control) works great with my Samsung Galaxy S7, and the microphone sound is clear. The headphones seem very well-built and have a surprisingly deep bass sound. I really like the high-quality, durable flat cable and the angled headphone jack. Extremely good headphones for the price! I definitely recommend these headphones for anyone who is looking for great headphone with great bass and volume & pause/play controls that will work with android devices.","19 Apr 2018","Color: Black","","Yes","David","5.0","Betron DC950HI Earphone with Mic and Remote Control, Powerful Bass, Noise Isolating, Replaceable Earbuds, Portable Headphones, Compatible with iPhone, iPad, MP3 Players, Android Devices, Black","https://www.amazon.com/Betron-Headphones-Earphones-Isolating-Microphone/product-reviews/B00N771OEE/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"

"B00N771OEE","I wish I could give 6 stars!","If I could give these earphones 6 stars, I would.  These earphones have completely exceeded my expectations, and I would highly recommend them.  First, they have fantastic sound quality.  The audio hrz spanned by these earphones are fantastic.  Secondly, because the sound quality is so good and clear, I find that I can cut the volume in half of what I normally used to listen to on previous other earphones.  This is great, as I don't want to damage my ear by needing to turn up the volume to have a pleasurable listening experience.  I use these when I work out, in a noisy room.  I don't hear the sounds of the gym, and I don't have to turn up the volume of the earphones to 'drown' out other noise.  All the while, I get the great quality of the audio being played.  Third, I was perhaps a little concerned that the ""bass driven"" description would mean that there is too much bass in the audio mix.  That is definitely not the case.  The mix of bass, mids and treble are great.  I'm really pleased with it.  Indeed, these earphones CAPTURE the low tones, but they certainly do not overwhelm or throw the mix out of balance.  The best way to describe the sound quality, other than ""really good"", is to say it is very ""full-bodied.""  Again, I'm super pleased with this about the earphones.  Fourth, the ""tangle free"" feature of the cord is legitimate.  I haven't had one tangling issue yet, and I've used them a lot already.  It sucks fighting the cords; that isn't an issue with these earphones. In sum, I would absolutely recommend these earphones.  Too boot, the price is a steal.  I've never been more pleased spending $10 on a pair of earphones.  Betron got it right with these!","23 Jul 2018","Color: Black","","Yes","Publius","5.0","Betron DC950HI Earphone with Mic and Remote Control, Powerful Bass, Noise Isolating, Replaceable Earbuds, Portable Headphones, Compatible with iPhone, iPad, MP3 Players, Android Devices, Black","https://www.amazon.com/Betron-Headphones-Earphones-Isolating-Microphone/product-reviews/B00N771OEE/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"

"B00N771OEE","great head phones","fast shipping, great head phones. You guys should remove some material at the edge of the connector material so it can be easily used on iphone with a protective case.","19 Nov 2017","Color: Black","","Yes","Johan Schimmel","5.0","Betron DC950HI Earphone with Mic and Remote Control, Powerful Bass, Noise Isolating, Replaceable Earbuds, Portable Headphones, Compatible with iPhone, iPad, MP3 Players, Android Devices, Black","https://www.amazon.com/Betron-Headphones-Earphones-Isolating-Microphone/product-reviews/B00N771OEE/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"

"B00N771OEE","Champagne purchase on a beer budget!","I�m usually not big for reviewing purchased items, as I figure transaction done, what else do they want?? However, I need to state that these blew me away. The sound is incredible. My hearing sucks, and these opened a window for me. I listened to the monologue at the end of Zblade Runner (Original soundtrack) and the background sounds made me think something was happening outside. I literally had to take them off and ask what that was. My wife didn�t know what I was talking about until I played it again and heard it. Wow. Then listened to The Mountain song by Billy Bragg and Wilco. It�s a great song, but hearing it on these, I heard EVERYTHING! It felt as though I was in the recording studio.  Just incredible.fabulous base, but not obnoxious. I feel guilty paying so little for these. Will definitely buy again.","24 Apr 2018","Color: Black","","Yes","Christopher M. Sanchez","5.0","Betron DC950HI Earphone with Mic and Remote Control, Powerful Bass, Noise Isolating, Replaceable Earbuds, Portable Headphones, Compatible with iPhone, iPad, MP3 Players, Android Devices, Black","https://www.amazon.com/Betron-Headphones-Earphones-Isolating-Microphone/product-reviews/B00N771OEE/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"

"B00N771OEE","Great quality and presentation","I've been surprised by this earphones. For the pricepoint, the presentation of the earphones is great! It comes in a box with silicone tips of 3 sizes (s, m, l) and a medium size foam tips as bonus. The earphones look nice, are flat cable and even though I can't really tell if they will be durable because I've been using them for only 3 weeks in the office, they appear to be durable for this price and good quality. They look as if they are of a higher price, with coworkers asking that they want on just because of the looks. The isolation is the best I've felt in earphones below $30 and actually this pair cost me $10 when purchased. The sound quality is not amazing, but for the price they sound good, comparable with the classic Panasonic ones but with extra bass, without being too immersive in the lows. And they also feel more durable than the Panasonic ones and than Skullcandy earphones below $25. For this price, I highly recommend this earphones for on the go (got them in my bag), office, and gifts for family and friends. Will be buying a couple of earphones more for gifts and to have a backup.","12 Sep 2018","Color: Black","","Yes","Daniel Bardales","5.0","Betron DC950HI Earphone with Mic and Remote Control, Powerful Bass, Noise Isolating, Replaceable Earbuds, Portable Headphones, Compatible with iPhone, iPad, MP3 Players, Android Devices, Black","https://www.amazon.com/Betron-Headphones-Earphones-Isolating-Microphone/product-reviews/B00N771OEE/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"

"B00N771OEE","Extremely good ear buds at this price","These earbuds are excellent. They get loud, have great bass, and the sound quality is pretty good as well. Their noise cancellation is excellent. Nothing in this price range comes close that I've experienced. They also come with plenty of different rubber and marshmallow foam fitting to customize them for what you like in your ears. I highly recommend them.","14 Dec 2018","Color: Black","","Yes","Jesse Nelson","5.0","Betron DC950HI Earphone with Mic and Remote Control, Powerful Bass, Noise Isolating, Replaceable Earbuds, Portable Headphones, Compatible with iPhone, iPad, MP3 Players, Android Devices, Black","https://www.amazon.com/Betron-Headphones-Earphones-Isolating-Microphone/product-reviews/B00N771OEE/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"

"B00N771OEE","Sound good, seem well made","I purchased these for an MP3 player (AGPtek A20) to use instead of the uncomfortable set that came with it.  The player turns off the back-light after 20 seconds or so, at which point it seems to go into a sort of ""semi-sleep"" mode.  You can still listen but can't adjust anything without powering it back up, unless you have the inline control. So my comments here relate to how I found these earbuds work with this particular player.  The volume feature works well.  The pause/play will only work when the back-light is on.  The ""mic"" feature isn't relevant in this case. (See ""edit"" below for next/previous feature.)  The sound is better than you would expect for the price.  The cord is flat, not round & fairly long- in excess of 4 feet. They're supposed to come with 3 sets of tips - one pair each of S, M, L (although mine had a fourth set inside the little carrying bag). They also have a small shirt clip, but I can't anything about it as I haven't used it. They seem well made & sturdy enough although I haven't used them during anything strenuous. I plugged them into the laptop just to experiment- none of the inline features worked there, but as this is meant to be used with a phone, that wasn't really a surprise. I'm extremely satisfied with them so far. Edited to add-  the next track/previous track feature doesn't seem to work well with the AGPtek A20 player.  I also plugged these into my Sony Walkman NWZ series player & none of the inline functions work.  They still work as earbuds though & I'd recommend them based on the quality of the sound & the moderate price! Another thing to be aware of is they're not a good choice for sleeping in- at least not for side sleepers.  Even with the smallest tips, they stick too far out of the ear canal to be comfortable. The comfort level is fine otherwise.","23 Jan 2018","Color: Black","","Yes","HereIgo","5.0","Betron DC950HI Earphone with Mic and Remote Control, Powerful Bass, Noise Isolating, Replaceable Earbuds, Portable Headphones, Compatible with iPhone, iPad, MP3 Players, Android Devices, Black","https://www.amazon.com/Betron-Headphones-Earphones-Isolating-Microphone/product-reviews/B00N771OEE/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"

"B00N771OEE","Better than skull Candy","The sound great so far they have lasted longer than any pair of skull Candy ear buds I have ever owned plus they are cheaper than skull Candy will definitely buy again","11 May 2018","Color: Black","","Yes","Czechitout","5.0","Betron DC950HI Earphone with Mic and Remote Control, Powerful Bass, Noise Isolating, Replaceable Earbuds, Portable Headphones, Compatible with iPhone, iPad, MP3 Players, Android Devices, Black","https://www.amazon.com/Betron-Headphones-Earphones-Isolating-Microphone/product-reviews/B00N771OEE/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"

"B07ZBJPYRK","Good solid headphones for the price","I wasn't expecting a lot from these headphones, but I'm pleasantly surprised. I listen to music a lot, but I recently got my tragus pierced so I can't wear my earbuds for a while. I needed some over the ear headphones. These are super comfortable and they feel really nice while wearing them and don't fall off. The volume doesn't get as loud as I would like, but it's decent. I just like to blast my music super loud so that's on me. The sound quality is pretty good other than there's really no bass. Like I said though i wasn't expecting a lot from these headphones, because they're only $30. But for $30 they're great. My daughter even took them from me and wouldn't give them back so guess I'll be getting another pair for her. She has regular headphones that she doesn't use, because they snag her hair. She's 7 so they'll pretty much fit anybody...also the color is really nice. It's not a color you see a lot and I really like it.","28 Nov 2019","Color: Silver Blue","","Yes","LabFox","4.0","Bluetooth Headphones,Tuinyo Wireless Headphones Over Ear with Microphone, Foldable & Lightweight Stereo Wireless Headset for Travel Work TV PC Cellphone- Rose Gold","https://www.amazon.com/Bluetooth-Headphones-Microphone-Lightweight-Cellphone/product-reviews/B07ZBJPYRK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"

"B07ZBJPYRK","Great for Kids","The quality of these is nothing like I see in my Bose or Beats. If that's what you're looking for, this is not the right product for you. However, if you just want an easy to carry, collapsible, over the ear headphone that you don't have to worry about getting hurt, this is definitely the way to go. Because of the price, it's not a problem if something does happen to them. That being said, I got these for my niece to use when she's on her tablet. She can take these with her anywhere and we don't have to worry about if she loses them or something happens. They are decent quality for the price. They pair easily to devices, but come with a wire so you can plug them in as well.","20 Dec 2019","Color: Silver Blue","","Yes","Wienerdogz","5.0","Bluetooth Headphones,Tuinyo Wireless Headphones Over Ear with Microphone, Foldable & Lightweight Stereo Wireless Headset for Travel Work TV PC Cellphone- Rose Gold","https://www.amazon.com/Bluetooth-Headphones-Microphone-Lightweight-Cellphone/product-reviews/B07ZBJPYRK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"

"B07ZBJPYRK","Mic is terrible, not usable for phone or video calls","Bought these because I'm now doing telehealth from home so needed something more comfortable than my in-ear headphones with mic. The mic is terrible, I tried calling a few people and all said I sounded very muffled. Sound quality was so bad I had to take them off and continue the call with my phone on speaker.","05 Apr 2020","Color: Silver Blue","","Yes","Raven505","1.0","Bluetooth Headphones,Tuinyo Wireless Headphones Over Ear with Microphone, Foldable & Lightweight Stereo Wireless Headset for Travel Work TV PC Cellphone- Rose Gold","https://www.amazon.com/Bluetooth-Headphones-Microphone-Lightweight-Cellphone/product-reviews/B07ZBJPYRK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"

"B07ZBJPYRK","Fits adults and kids!!!","Pros: fits adults with large heads and kids too! sound was nice and clear the case is great to keep them safe in color was good the padding seemed very soft and comfy great pice for the kids who are leaning responsibility to ""practice with"" no cons yet","10 Feb 2020","Color: Silver Blue","","Yes","Amber Coker","5.0","Bluetooth Headphones,Tuinyo Wireless Headphones Over Ear with Microphone, Foldable & Lightweight Stereo Wireless Headset for Travel Work TV PC Cellphone- Rose Gold","https://www.amazon.com/Bluetooth-Headphones-Microphone-Lightweight-Cellphone/product-reviews/B07ZBJPYRK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"

"B07ZBJPYRK","Nice gift","Wow! I never expected these headphones would be this good for the price I paid! They are lightweight on my head, the sound is amazing. I received a phone call while wearing them and the call was very clear. I love the rose gold color. Very easy to pair with your phone. It also has FM radio. Love","08 Dec 2019","Color: Rose gold","","Yes","Buyer","5.0","Bluetooth Headphones,Tuinyo Wireless Headphones Over Ear with Microphone, Foldable & Lightweight Stereo Wireless Headset for Travel Work TV PC Cellphone- Rose Gold","https://www.amazon.com/Bluetooth-Headphones-Microphone-Lightweight-Cellphone/product-reviews/B07ZBJPYRK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"

"B07ZBJPYRK","Five stars!","An excellent headphones for young people. Nice design and beautiful color. I am happy with my purchase. Thanks!","28 Jan 2020","Color: Silver Blue","","Yes","H. Nikolova","5.0","Bluetooth Headphones,Tuinyo Wireless Headphones Over Ear with Microphone, Foldable & Lightweight Stereo Wireless Headset for Travel Work TV PC Cellphone- Rose Gold","https://www.amazon.com/Bluetooth-Headphones-Microphone-Lightweight-Cellphone/product-reviews/B07ZBJPYRK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"

"B07ZBJPYRK","Exceeded expectations","I was looking for simple headphones for work to drown out the chatter, lol. These exceeded my expectations in sound quality, comfort, and how easily they connected to my iPhone. I haven�t had any problems with them, so I would recommend them without hesitation to anyone looking.","08 Jan 2020","Color: Silver Blue","","Yes","gingerbeach","5.0","Bluetooth Headphones,Tuinyo Wireless Headphones Over Ear with Microphone, Foldable & Lightweight Stereo Wireless Headset for Travel Work TV PC Cellphone- Rose Gold","https://www.amazon.com/Bluetooth-Headphones-Microphone-Lightweight-Cellphone/product-reviews/B07ZBJPYRK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"

"B07ZBJPYRK","Not what I expected","I bought these headphones to help cancel the noise around me and to be able to use them while working remotely. Callers I speak was say that I sound muffled or distant or underwater when I use them and speak. I returned the first pair of thinking maybe it was just a defect in the one, yet the second pair has the same issue. They will be being returned as well.","13 Apr 2020","Color: Rose gold","","Yes","Their mom 2016","1.0","Bluetooth Headphones,Tuinyo Wireless Headphones Over Ear with Microphone, Foldable & Lightweight Stereo Wireless Headset for Travel Work TV PC Cellphone- Rose Gold","https://www.amazon.com/Bluetooth-Headphones-Microphone-Lightweight-Cellphone/product-reviews/B07ZBJPYRK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"

"B07ZBJPYRK","Buyer beware on returns","The music audio sound doesn�t go up that high and when you listen to a podcast the voices are very low. I tried to return this and they keep just sending me a new one and I didn�t want a new one! I wanted to only return it!","20 Dec 2019","Color: Rose gold","","Yes","Catherine Falk","1.0","Bluetooth Headphones,Tuinyo Wireless Headphones Over Ear with Microphone, Foldable & Lightweight Stereo Wireless Headset for Travel Work TV PC Cellphone- Rose Gold","https://www.amazon.com/Bluetooth-Headphones-Microphone-Lightweight-Cellphone/product-reviews/B07ZBJPYRK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"

"B084MCQHWC","Too worthy!!!","The sound effects are particularly good. It is comfortable to wear and there is no pain in the ears. You can adjust the volume. The buttons control the playback as good as the original. It will not fall when you go out for a run. The sound of music while running should not be too loud, otherwise you can't hear the sound of the car.","17 Mar 2020","","","Yes","Henry Ingenito","5.0","(2 Pack) Aux Headphones/Earbuds 3.5mm Wired Headphones Noise Isolating with Built-in Microphone & Volume Control Compatible with iPhone 6 SE 5S 4 iPod iPad Samsung/Android MP3","https://www.amazon.com/Headphones-Earbuds-Isolating-Microphone-Compatible/product-reviews/B084MCQHWC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews"

"B084MCQHWC","great","Great for replacement earbuds, I'm not paying a hundred or more for earbuds for these kids anymore because they either lose them or then end up in the washing machine, these are great subs for them and look just like the originals sound is great and the price is right, I have no problem replacing these, always have a few extras around just in case","10 Apr 2020","","","Yes","Natalie","5.0","(2 Pack) Aux Headphones/Earbuds 3.5mm Wired Headphones Noise Isolating with Built-in Microphone & Volume Control Compatible with iPhone 6 SE 5S 4 iPod iPad Samsung/Android MP3","https://www.amazon.com/Headphones-Earbuds-Isolating-Microphone-Compatible/product-reviews/B084MCQHWC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews"

"B084MCQHWC","Affordable price","Good earbuds.  Thr sound comes really clear. Better then the wireless ones. Price is affordable So I can't complain !","10 Mar 2020","","","Yes","Aziz","5.0","(2 Pack) Aux Headphones/Earbuds 3.5mm Wired Headphones Noise Isolating with Built-in Microphone & Volume Control Compatible with iPhone 6 SE 5S 4 iPod iPad Samsung/Android MP3","https://www.amazon.com/Headphones-Earbuds-Isolating-Microphone-Compatible/product-reviews/B084MCQHWC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews"

"B084MCQHWC","Great value","Not audiophile quality, but very good sound for the money and a two pack.","13 Apr 2020","","","Yes","Varmit8","5.0","(2 Pack) Aux Headphones/Earbuds 3.5mm Wired Headphones Noise Isolating with Built-in Microphone & Volume Control Compatible with iPhone 6 SE 5S 4 iPod iPad Samsung/Android MP3","https://www.amazon.com/Headphones-Earbuds-Isolating-Microphone-Compatible/product-reviews/B084MCQHWC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews"

"B084MCQHWC","Great product","I used it for almost a week. It is very good so far. Convenient and comfortable.","10 Mar 2020","","","Yes","Zonghao Zou","5.0","(2 Pack) Aux Headphones/Earbuds 3.5mm Wired Headphones Noise Isolating with Built-in Microphone & Volume Control Compatible with iPhone 6 SE 5S 4 iPod iPad Samsung/Android MP3","https://www.amazon.com/Headphones-Earbuds-Isolating-Microphone-Compatible/product-reviews/B084MCQHWC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews"

"B084MCQHWC","Great deal","These are great. Kind of shocked at how well they work for the price!","05 Apr 2020","","","Yes","De'aundrue Simmons","5.0","(2 Pack) Aux Headphones/Earbuds 3.5mm Wired Headphones Noise Isolating with Built-in Microphone & Volume Control Compatible with iPhone 6 SE 5S 4 iPod iPad Samsung/Android MP3","https://www.amazon.com/Headphones-Earbuds-Isolating-Microphone-Compatible/product-reviews/B084MCQHWC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews"

"B084MCQHWC","voice a great","The headphones are well qualified and the voice is clear. I think it's a great shopping experience for me and make it convenient for me to enjoy music.","05 Mar 2020","","","Yes","Sherry","5.0","(2 Pack) Aux Headphones/Earbuds 3.5mm Wired Headphones Noise Isolating with Built-in Microphone & Volume Control Compatible with iPhone 6 SE 5S 4 iPod iPad Samsung/Android MP3","https://www.amazon.com/Headphones-Earbuds-Isolating-Microphone-Compatible/product-reviews/B084MCQHWC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews"

"B084MCQHWC","Awesome price and sound quality","Was looking for a replacement for my iPhone earbuds. Came across these and thought for the price it wouldn't be comparable. I was dead wrong, really glad these were around!. For sure will buy again.","13 Apr 2020","","","Yes","Amazon Customer","5.0","(2 Pack) Aux Headphones/Earbuds 3.5mm Wired Headphones Noise Isolating with Built-in Microphone & Volume Control Compatible with iPhone 6 SE 5S 4 iPod iPad Samsung/Android MP3","https://www.amazon.com/Headphones-Earbuds-Isolating-Microphone-Compatible/product-reviews/B084MCQHWC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews"

"B084MCQHWC","AMAZING!!","amazing quality. just like the apple headphones","06 Apr 2020","","","Yes","Kerstin Gareau","5.0","(2 Pack) Aux Headphones/Earbuds 3.5mm Wired Headphones Noise Isolating with Built-in Microphone & Volume Control Compatible with iPhone 6 SE 5S 4 iPod iPad Samsung/Android MP3","https://www.amazon.com/Headphones-Earbuds-Isolating-Microphone-Compatible/product-reviews/B084MCQHWC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews"

"B084MCQHWC","Good purchased","Good for the price","13 Apr 2020","","","Yes","yulissa","5.0","(2 Pack) Aux Headphones/Earbuds 3.5mm Wired Headphones Noise Isolating with Built-in Microphone & Volume Control Compatible with iPhone 6 SE 5S 4 iPod iPad Samsung/Android MP3","https://www.amazon.com/Headphones-Earbuds-Isolating-Microphone-Compatible/product-reviews/B084MCQHWC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews"

